Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
480327781,000000FD,false,Rx,0,8,BB,D3,1F,80,00,00,00,00,
480328018,00000116,false,Rx,0,8,27,03,01,00,20,00,00,FF,
480331735,000000AD,false,Rx,0,8,42,EB,BF,FF,00,14,00,00,
480332022,000000AE,false,Rx,0,8,69,0B,00,00,FF,3C,01,02,
480332257,000003B5,false,Rx,0,8,87,FE,12,3C,0C,99,20,00,
480338270,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
480338275,0000012D,false,Rx,0,8,0E,8E,7F,00,00,00,FE,3F,
480338281,000003E5,false,Rx,0,8,7E,29,00,00,00,00,00,00,
480338286,000000A7,false,Rx,0,8,77,09,20,80,FD,01,98,3D,
480338291,000000A8,false,Rx,0,8,8A,99,1D,A1,82,64,08,0E,
480338297,0000030B,false,Rx,0,8,10,2A,00,00,08,00,00,10,
480338302,000000AF,false,Rx,0,4,83,75,F5,01,00,00,00,00,
480338307,0000012B,false,Rx,0,8,A4,4E,40,28,00,00,00,00,
480338312,00000086,false,Rx,0,8,CB,09,2C,20,00,00,00,00,
480338318,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480338323,00000101,false,Rx,0,8,07,04,80,00,A2,03,00,00,
480338328,00000106,false,Rx,0,8,97,04,63,00,02,00,00,00,
480338334,0000011E,false,Rx,0,8,6B,04,00,00,00,00,00,00,
480341626,00000365,false,Rx,0,8,AD,06,13,00,8D,0F,88,7A,
480341876,000000AD,false,Rx,0,8,2F,EC,BF,FF,00,14,00,00,
480342110,000000AE,false,Rx,0,8,D1,0C,00,00,FF,3C,01,02,
480343446,000000A7,false,Rx,0,8,71,0A,20,80,FD,01,98,3D,
480343683,000000A8,false,Rx,0,8,9D,9A,1D,A1,82,64,04,0E,
480343908,00000107,false,Rx,0,8,00,00,F8,2C,01,00,39,B1,
480344168,00000120,false,Rx,0,8,AD,05,00,02,01,08,FF,01,
480344402,00000121,false,Rx,0,8,FB,05,00,40,37,5A,7E,FE,
480344636,00000147,false,Rx,0,8,00,00,00,00,F0,A3,60,1D,
480344886,00000391,false,Rx,0,8,12,8C,22,48,00,27,00,22,
480345095,000003BE,false,Rx,0,8,E9,09,E6,00,C8,80,00,80,
480345276,000000AF,false,Rx,0,4,83,76,00,00,00,00,00,00,
480345504,000003C7,false,Rx,0,8,01,10,24,00,00,40,80,00,
480345797,17331110,true,Rx,0,8,80,08,34,43,38,03,C8,BE,
480345981,000003C0,false,Rx,0,4,70,0D,03,00,00,00,00,00,
480346235,000003D6,false,Rx,0,8,0C,00,00,00,00,00,30,00,
480346468,00000086,false,Rx,0,8,67,0A,2C,20,00,00,00,00,
480346727,000005F7,false,Rx,0,8,00,FF,FB,DF,FF,FE,FF,FF,
480347601,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480347874,000000FD,false,Rx,0,8,2D,D4,1F,80,00,00,00,00,
480348128,00000116,false,Rx,0,8,34,04,01,00,20,00,00,FF,
480348383,000005F0,false,Rx,0,8,FD,00,64,00,00,64,00,00,
480351637,000005AC,false,Rx,0,8,00,00,FF,FE,FE,F7,07,00,
480351887,000000AD,false,Rx,0,8,5E,ED,BF,FF,00,14,00,00,
480352121,000000AE,false,Rx,0,8,B2,0D,00,00,FF,3C,01,02,
480352275,00000128,false,Rx,0,3,84,FF,01,00,00,00,00,00,
480359457,0000012D,false,Rx,0,8,F9,8F,7F,00,00,00,FE,3F,
480359462,000000A7,false,Rx,0,8,1F,0B,20,80,FD,01,98,3D,
480359467,000000A8,false,Rx,0,8,18,9B,1D,A1,82,64,08,0E,
480359473,000000AF,false,Rx,0,4,83,77,00,00,00,00,00,00,
480359478,00000086,false,Rx,0,8,03,0B,2C,20,00,00,00,00,
480359483,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480359488,00000101,false,Rx,0,8,63,05,80,00,A2,03,00,00,
480359494,00000106,false,Rx,0,8,F3,05,63,00,02,00,00,00,
480359499,0000011E,false,Rx,0,8,0F,05,00,00,00,00,00,00,
480359504,1B000010,true,Rx,0,8,10,00,04,05,11,00,00,00,
480361673,16A95414,true,Rx,0,8,00,30,7E,C3,0F,00,00,00,
480361927,000000AD,false,Rx,0,8,84,EE,BF,FF,00,14,00,00,
480362160,000000AE,false,Rx,0,8,8A,0E,00,00,FF,3C,01,02,
480362415,000000B1,false,Rx,0,8,44,24,00,00,00,00,00,00,
480362716,00000394,false,Rx,0,8,79,1B,00,1A,00,00,00,00,
480363510,000000A7,false,Rx,0,8,A0,0C,20,80,FD,01,98,3D,
480363757,000000A8,false,Rx,0,8,96,9C,1D,A1,82,64,10,0E,
480363973,00000107,false,Rx,0,8,00,00,F8,2C,01,00,39,B1,
480364234,00000120,false,Rx,0,8,42,06,00,02,01,08,FF,01,
480364468,00000121,false,Rx,0,8,FC,06,00,40,37,5A,7E,FE,
480364716,00000147,false,Rx,0,8,00,00,00,00,F0,A3,60,1D,
480364919,000000AF,false,Rx,0,4,83,78,51,01,00,00,00,00,
480366183,0000012B,false,Rx,0,8,8E,4F,40,28,00,00,00,00,
480366438,00000086,false,Rx,0,8,10,0C,2C,20,00,00,00,00,
480367578,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480367859,000000FD,false,Rx,0,8,B7,D5,1F,80,00,00,00,00,
480368092,00000040,false,Rx,0,8,EA,0B,00,44,C1,00,00,00,
480368347,00000116,false,Rx,0,8,50,05,01,00,20,00,00,FF,
480368580,00000392,false,Rx,0,8,64,2A,00,00,00,00,00,04,
480369231,0000031E,false,Rx,0,8,9C,F6,3F,00,00,00,00,40,
480369464,0000032C,false,Rx,0,8,00,0F,00,00,98,24,00,00,
480369742,0000032F,false,Rx,0,8,00,FF,00,00,00,00,12,01,
480371642,000003DB,false,Rx,0,8,50,00,01,04,07,24,01,A2,
480371889,000000AD,false,Rx,0,8,D5,EF,BF,FF,00,14,00,00,
480372122,00000462,false,Rx,0,8,01,00,38,00,00,01,00,00,
480378328,000000AE,false,Rx,0,8,68,0F,00,00,FF,3C,01,02,
480378333,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
480378338,0000012D,false,Rx,0,8,5D,80,7F,00,00,00,FE,3F,
480378344,000003C8,false,Rx,0,8,00,00,54,24,00,60,01,82,
480378349,000000A7,false,Rx,0,8,50,0D,20,80,FD,01,98,3D,
480378354,000000A8,false,Rx,0,8,BD,9D,1D,A1,82,64,14,0E,
480378360,000000AF,false,Rx,0,4,83,79,51,01,00,00,00,00,
480378365,00000086,false,Rx,0,8,74,0D,2C,20,00,00,00,00,
480378370,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480378375,00000101,false,Rx,0,8,CE,06,80,00,A2,00,40,00,
480378381,00000106,false,Rx,0,8,5F,06,63,00,02,00,00,00,
480378386,0000011E,false,Rx,0,8,A3,06,00,00,00,00,00,00,
480381637,000003DD,false,Rx,0,8,48,04,10,18,FE,4F,0A,00,
480381888,000000AD,false,Rx,0,8,48,E0,BF,FF,00,14,00,00,
480382121,000000AE,false,Rx,0,8,DF,00,00,00,FF,3C,01,02,
480383400,0000030B,false,Rx,0,8,10,2B,00,00,08,00,00,10,
480383634,000000A7,false,Rx,0,8,DB,0E,20,80,FD,01,98,3D,
480383888,000000A8,false,Rx,0,8,37,9E,1D,A1,82,64,10,0E,
480384101,00000107,false,Rx,0,8,00,00,F8,2C,01,00,45,B1,
480384355,00000120,false,Rx,0,8,40,07,00,02,01,08,FF,01,
480384589,00000121,false,Rx,0,8,E8,07,00,80,37,5A,7E,FE,
480384816,00000147,false,Rx,0,8,00,00,00,00,F0,A3,60,1D,
480385058,000000AF,false,Rx,0,4,83,7A,00,00,00,00,00,00,
480386282,00000086,false,Rx,0,8,D8,0E,2C,20,00,00,00,00,
480387598,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480387867,000000FD,false,Rx,0,8,A5,D6,1F,80,00,00,00,00,
480388116,00000116,false,Rx,0,8,FC,06,01,00,20,00,00,FF,
480391634,00000365,false,Rx,0,8,AD,06,13,00,8D,0F,88,7A,
480391887,000000AD,false,Rx,0,8,86,E1,BF,FF,00,14,00,00,
480392122,000000AE,false,Rx,0,8,30,01,00,00,FF,3C,01,02,
480392271,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
480397106,0000012D,false,Rx,0,8,0A,81,7F,00,00,00,FE,3F,
480397111,000000A7,false,Rx,0,8,05,0F,20,80,FD,01,98,3D,
480397116,000000A8,false,Rx,0,8,B8,9F,1D,A1,82,64,10,0E,
480397122,17331110,true,Rx,0,5,44,51,0F,1A,35,00,00,00,
480397127,000000AF,false,Rx,0,4,83,7B,00,00,00,00,00,00,
480397132,0000012B,false,Rx,0,8,05,40,40,28,00,00,00,00,
480397137,00000086,false,Rx,0,8,BC,0F,2C,20,00,00,00,00,
480397450,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480397729,00000101,false,Rx,0,8,AA,07,80,00,A2,00,40,00,
480397971,00000106,false,Rx,0,8,3B,07,63,00,02,00,00,00,
480398225,0000011E,false,Rx,0,8,C7,07,00,00,00,00,00,00,
480401657,000003DE,false,Rx,0,8,FE,00,00,00,00,00,00,00,
480401880,000000AD,false,Rx,0,8,62,E2,BF,FF,00,14,00,00,
480402135,000000AE,false,Rx,0,8,31,02,00,00,FF,3C,01,02,
480403474,000000A7,false,Rx,0,8,CC,00,20,80,FD,01,98,3D,
480403717,000000A8,false,Rx,0,8,E8,90,1D,A1,82,64,14,0E,
480403961,00000107,false,Rx,0,8,00,00,F8,2C,01,00,51,B1,
480404195,00000120,false,Rx,0,8,19,08,00,02,01,08,FF,01,
480404430,00000121,false,Rx,0,8,2B,08,00,80,37,5A,7E,FE,
480404663,00000147,false,Rx,0,8,00,00,00,00,F0,A3,60,1D,
480404955,1B000015,true,Rx,0,8,15,00,04,02,01,00,00,00,
480405130,000000AF,false,Rx,0,4,83,7C,00,00,00,00,00,00,
480405503,1B000053,true,Rx,0,8,53,00,04,01,01,00,00,00,
480406290,00000086,false,Rx,0,8,FE,00,2C,20,00,00,00,00,
480407500,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480407809,000000FD,false,Rx,0,8,9F,D7,1F,80,00,00,00,00,
480408052,00000116,false,Rx,0,8,98,07,01,00,20,00,00,FF,
480411760,000000AD,false,Rx,0,8,E3,E3,BF,FF,00,14,00,00,
480412043,000000AE,false,Rx,0,8,14,03,00,00,FF,3C,01,02,
480412198,00000128,false,Rx,0,3,84,05,28,00,00,00,00,00,
480417124,0000012D,false,Rx,0,8,18,82,7F,00,00,00,FE,3F,
480417130,000000A7,false,Rx,0,8,44,01,20,80,FD,01,98,3D,
480417135,000000A8,false,Rx,0,8,DA,91,1D,A1,82,64,18,0E,
480417140,000000AF,false,Rx,0,4,83,7D,00,00,00,00,00,00,
480417146,00000086,false,Rx,0,8,9A,01,2C,20,00,00,00,00,
480417498,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480417760,00000101,false,Rx,0,8,19,08,80,00,A2,00,00,00,
480418003,00000040,false,Rx,0,8,F9,0C,00,44,C1,00,00,00,
480418232,00000106,false,Rx,0,8,79,08,63,00,02,00,00,00,
480418491,0000011E,false,Rx,0,8,85,08,00,00,00,00,00,00,
480418947,000003D8,false,Rx,0,8,00,00,08,00,00,00,00,00,
480419182,0000031E,false,Rx,0,8,9A,F7,3F,00,00,00,00,40,
480419435,0000032C,false,Rx,0,8,00,0F,00,00,98,24,00,00,
480419668,0000032F,false,Rx,0,8,00,FF,00,00,00,00,12,01,
480420041,00000520,false,Rx,0,8,09,0D,00,08,00,0A,00,0A,
480421769,000000AD,false,Rx,0,8,41,E4,BF,FF,00,14,00,00,
480422011,00000463,false,Rx,0,8,00,E0,03,00,00,00,00,00,
480422244,000000AE,false,Rx,0,8,1A,04,00,00,FF,3C,01,02,
480423526,000000A7,false,Rx,0,8,30,02,20,80,FD,01,98,3D,
480423769,000000A8,false,Rx,0,8,36,92,1D,A1,82,64,18,0E,
480424007,00000107,false,Rx,0,8,00,00,F8,2C,01,00,51,B1,
480424243,00000120,false,Rx,0,8,4F,09,00,02,01,08,FF,01,
480424477,00000121,false,Rx,0,8,93,09,00,40,37,5A,7E,FE,
480424717,00000147,false,Rx,0,8,00,00,00,00,F0,A3,60,1D,
480424920,000000AF,false,Rx,0,4,83,7E,2D,01,00,00,00,00,
480426179,0000012B,false,Rx,0,8,77,41,40,28,00,00,00,00,
480426438,00000086,false,Rx,0,8,36,02,2C,20,00,00,00,00,
480427519,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480427805,000000FD,false,Rx,0,8,58,D8,1F,80,00,00,00,00,
480428046,00000116,false,Rx,0,8,DA,08,01,00,20,00,00,FF,
480431769,000000AD,false,Rx,0,8,74,E5,BF,FF,00,14,00,00,
480432031,000000AE,false,Rx,0,8,E1,05,00,00,FF,3C,01,02,
480432265,000003B5,false,Rx,0,8,87,FE,12,3A,0C,99,20,00,
480438329,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
480438334,0000012D,false,Rx,0,8,89,83,7F,00,00,00,FE,3F,
480438339,000005EA,false,Rx,0,8,00,00,00,36,F8,FE,FB,FF,
480438344,000003E5,false,Rx,0,8,E6,2A,00,00,00,00,00,00,
480438350,000000A7,false,Rx,0,8,B1,03,20,80,FD,01,98,3D,
480438355,000000A8,false,Rx,0,8,01,93,1D,A1,82,64,0C,0E,
480438360,0000030B,false,Rx,0,8,10,2C,00,00,08,00,00,10,
480438366,1A55552B,true,Rx,0,8,00,00,00,00,00,FE,F8,03,
480438371,000000AF,false,Rx,0,4,83,7F,2D,01,00,00,00,00,
480438376,00000086,false,Rx,0,8,52,03,2C,20,00,00,00,00,
480438381,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480438387,00000101,false,Rx,0,8,7D,09,80,00,A2,00,00,00,
480438392,00000106,false,Rx,0,8,1D,09,63,00,02,00,00,00,
480438397,0000011E,false,Rx,0,8,E1,09,00,00,00,00,00,00,
480441634,00000365,false,Rx,0,8,AD,06,13,00,8D,0F,88,7A,
480441861,000000AD,false,Rx,0,8,6A,E6,BF,FF,00,14,00,00,
480442121,000000AE,false,Rx,0,8,BA,06,00,00,FF,3C,01,02,
480443414,000000A7,false,Rx,0,8,8B,04,20,80,FD,01,98,3D,
480443653,000000A8,false,Rx,0,8,E5,94,1D,A1,82,64,00,0E,
480443907,00000107,false,Rx,0,8,00,00,F8,2C,01,00,5D,B1,
480444141,00000120,false,Rx,0,8,94,0A,00,02,01,08,FF,01,
480444376,00000121,false,Rx,0,8,F6,0A,00,40,37,5A,7E,FE,
480444610,00000147,false,Rx,0,8,00,00,00,00,F0,A3,60,1D,
480444847,00000391,false,Rx,0,8,12,8D,22,48,00,27,00,22,
480445081,000003BE,false,Rx,0,8,22,0A,E6,00,C8,80,00,80,
480445257,000000AF,false,Rx,0,4,83,70,00,00,00,00,00,00,
480445486,000003C7,false,Rx,0,8,76,10,24,00,00,40,80,00,
480445732,17331110,true,Rx,0,5,C0,00,00,00,00,00,00,00,
480445916,000003C0,false,Rx,0,4,80,0E,03,00,00,00,00,00,
480446170,000003D6,false,Rx,0,8,0D,00,00,00,00,00,30,00,
480446403,00000086,false,Rx,0,8,41,04,2C,20,00,00,00,00,
480447586,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480447849,000000FD,false,Rx,0,8,6A,D9,1F,80,00,00,00,00,
480448124,00000116,false,Rx,0,8,BE,09,01,00,20,00,00,FF,
480451634,000005AC,false,Rx,0,8,00,00,FF,FE,FE,F7,07,00,
480451887,000000AD,false,Rx,0,8,35,E7,BF,FF,00,14,00,00,
480452122,000000AE,false,Rx,0,8,28,07,00,00,FF,3C,01,02,
480452275,00000128,false,Rx,0,3,84,05,D7,00,00,00,00,00,
480459515,0000012D,false,Rx,0,8,06,84,7F,00,00,00,FE,3F,
480459521,000000A7,false,Rx,0,8,F0,05,20,80,FD,01,98,3D,
480459526,000000A8,false,Rx,0,8,E0,95,1D,A1,82,64,FC,0D,
480459531,000000AF,false,Rx,0,4,83,71,00,00,00,00,00,00,
480459536,0000012B,false,Rx,0,8,D3,42,40,28,00,00,00,00,
480459542,00000086,false,Rx,0,8,25,05,2C,20,00,00,00,00,
480459547,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480459552,00000101,false,Rx,0,8,94,0A,80,00,A2,02,00,00,
480459558,00000106,false,Rx,0,8,B1,0A,63,00,02,00,00,00,
480459563,0000011E,false,Rx,0,8,4D,0A,00,00,00,00,00,00,
480461673,16A95414,true,Rx,0,8,00,30,7E,C3,0F,00,00,00,
480461904,000000AD,false,Rx,0,8,A2,E8,BF,FF,00,14,00,00,
480462160,000000AE,false,Rx,0,8,5F,08,00,00,FF,3C,01,02,
480462408,000000B1,false,Rx,0,8,8B,25,00,00,00,00,00,00,
480463479,000000A7,false,Rx,0,8,75,06,60,80,FD,01,A8,3D,
480463725,000000A8,false,Rx,0,8,D5,A6,3D,A1,82,64,04,0E,
480463946,00000107,false,Rx,0,8,00,00,F8,2C,01,00,5D,B1,
480464201,00000120,false,Rx,0,8,38,0B,00,02,01,08,FF,01,
480464415,00000121,false,Rx,0,8,5D,0B,00,40,37,5A,7E,FE,
480464670,00000147,false,Rx,0,8,00,00,00,00,F0,A3,60,1D,
480465039,000000AF,false,Rx,0,4,83,72,D2,01,00,00,00,00,
480466282,00000086,false,Rx,0,8,89,06,2C,20,00,00,00,00,
480467562,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480467856,000000FD,false,Rx,0,8,26,DA,1F,80,00,00,00,00,
480468064,00000040,false,Rx,0,8,9D,0D,00,44,C1,00,00,00,
480468323,00000116,false,Rx,0,8,12,0A,01,00,20,00,00,FF,
480468578,00000392,false,Rx,0,8,00,2B,00,00,00,00,00,04,
480468951,000006B4,false,Rx,0,8,02,4D,35,33,31,32,37,37,
480469183,0000031E,false,Rx,0,8,D3,F8,3F,00,00,00,00,40,
480469437,0000032C,false,Rx,0,8,00,0F,00,00,98,24,00,00,
480469699,0000032F,false,Rx,0,8,00,FF,00,00,00,00,12,01,
480471637,000003DB,false,Rx,0,8,50,00,01,04,07,24,01,A2,
480471862,000000AD,false,Rx,0,8,A6,E9,BF,FF,00,14,00,00,
480472121,00000464,false,Rx,0,8,00,00,00,00,00,00,00,00,
480472356,000000AE,false,Rx,0,8,B7,09,00,00,FF,3C,01,02,
480478362,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
480478367,0000012D,false,Rx,0,8,79,85,7F,00,00,00,FE,3F,
480478373,000003C8,false,Rx,0,8,00,00,54,24,00,60,01,82,
480478378,1B000077,true,Rx,0,8,77,00,04,02,01,00,00,00,
480478383,000000A7,false,Rx,0,8,E5,07,20,80,FD,01,A8,3D,
480478389,000000A8,false,Rx,0,8,83,A7,1D,A1,82,64,10,0E,
480478394,000000AF,false,Rx,0,4,83,73,D2,01,00,00,00,00,
480478399,00000086,false,Rx,0,8,ED,07,2C,20,00,00,00,00,
480478404,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480478410,00000101,false,Rx,0,8,8A,0B,80,00,A2,05,00,00,
480478415,00000106,false,Rx,0,8,D5,0B,63,00,02,00,00,00,
480478420,0000011E,false,Rx,0,8,29,0B,00,00,00,00,00,00,
480478576,000001AB,false,Rx,0,8,ED,00,04,02,18,00,04,00,
480481634,000003DD,false,Rx,0,8,48,04,10,18,FE,4F,0A,00,
480481881,000000AD,false,Rx,0,8,F7,EA,BF,FF,00,14,00,00,
480482115,000000AE,false,Rx,0,8,CB,0A,00,00,FF,3C,01,02,
480483396,0000030B,false,Rx,0,8,10,2D,00,00,08,00,00,10,
480483651,000000A7,false,Rx,0,8,A8,08,20,80,FD,01,A8,3D,
480483882,000000A8,false,Rx,0,8,99,A8,1D,A1,82,64,14,0E,
480484115,00000107,false,Rx,0,8,00,00,F8,2C,01,00,69,B1,
480484349,00000120,false,Rx,0,8,E2,0C,00,02,01,08,FF,01,
480484578,00000121,false,Rx,0,8,98,0C,00,40,37,5A,7E,FE,
480484835,00000147,false,Rx,0,8,00,00,00,00,F0,A3,60,1D,
480484986,000000AF,false,Rx,0,4,83,74,00,00,00,00,00,00,
480486211,0000012B,false,Rx,0,8,8B,43,40,28,00,00,00,00,
480486446,00000086,false,Rx,0,8,AF,08,2C,20,00,00,00,00,
480487586,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480487884,000000FD,false,Rx,0,8,09,DB,1F,80,00,00,00,00,
480488117,00000116,false,Rx,0,8,76,0B,01,00,20,00,00,FF,
480488372,000001A2,false,Rx,0,8,35,0D,00,00,00,00,00,00,
480491625,00000365,false,Rx,0,8,AD,06,13,00,8D,0F,88,7A,
480491876,000000AD,false,Rx,0,8,42,EB,BF,FF,00,14,00,00,
480492110,000000AE,false,Rx,0,8,69,0B,00,00,FF,3C,01,02,
480492285,00000128,false,Rx,0,3,84,FF,02,00,00,00,00,00,
480498358,0000012D,false,Rx,0,8,C9,86,7F,00,00,00,FE,3F,
480498364,000000A7,false,Rx,0,8,78,09,20,80,FD,01,A8,3D,
480498369,000000A8,false,Rx,0,8,EB,A9,1D,A1,82,64,14,0E,
480498374,000000AF,false,Rx,0,4,83,75,00,00,00,00,00,00,
480498379,00000086,false,Rx,0,8,CB,09,2C,20,00,00,00,00,
480498385,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480498390,00000101,false,Rx,0,8,2C,0C,80,00,A2,04,00,00,
480498395,00000106,false,Rx,0,8,C6,0C,63,00,02,00,00,00,
480498401,0000011E,false,Rx,0,8,3A,0C,00,00,00,00,00,00,
480498536,1B000076,true,Rx,0,8,76,00,04,01,01,00,00,00,
480501654,000003DE,false,Rx,0,8,FE,00,00,00,00,00,00,00,
480501880,000000AD,false,Rx,0,8,2F,EC,BF,FF,00,14,00,00,
480502135,000000AE,false,Rx,0,8,D1,0C,00,00,FF,3C,01,02,
480503435,000000A7,false,Rx,0,8,7E,0A,20,80,FD,01,A8,3D,
480503671,000000A8,false,Rx,0,8,B4,AA,1D,A1,82,64,14,0E,
480503908,00000107,false,Rx,0,8,00,00,F8,2C,01,00,75,B1,
480504142,00000120,false,Rx,0,8,52,0D,00,02,01,08,FF,01,
480504377,00000121,false,Rx,0,8,8B,0D,00,40,37,5A,7E,FE,
480504610,00000147,false,Rx,0,8,00,00,00,00,F0,A3,60,1D,
480505044,000000AF,false,Rx,0,4,83,76,31,01,00,00,00,00,
480506283,00000086,false,Rx,0,8,67,0A,2C,20,00,00,00,00,
480507504,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480507789,000000FD,false,Rx,0,8,90,DC,1F,80,00,00,00,00,
480508032,00000116,false,Rx,0,8,65,0C,01,00,20,00,00,FF,
480511740,000000AD,false,Rx,0,8,5E,ED,BF,FF,00,14,00,00,
480512026,000000AE,false,Rx,0,8,B2,0D,00,00,FF,3C,01,02,
480512203,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
480512436,0000012D,false,Rx,0,8,98,87,7F,00,00,00,FE,3F,
480517260,000000A7,false,Rx,0,8,10,0B,20,80,FD,01,A8,3D,
480517265,000000A8,false,Rx,0,8,79,AB,1D,A1,82,64,14,0E,
480517271,000000AF,false,Rx,0,4,83,77,31,01,00,00,00,00,
480517276,0000012B,false,Rx,0,8,0B,44,40,28,00,00,00,00,
480517281,00000086,false,Rx,0,8,03,0B,2C,20,00,00,00,00,
480517436,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480517691,00000101,false,Rx,0,8,0D,0D,80,00,A2,06,00,00,
480517960,00000040,false,Rx,0,8,31,0E,00,44,C1,00,00,00,
480518195,00000106,false,Rx,0,8,A2,0D,63,00,02,00,00,00,
480518449,0000011E,false,Rx,0,8,5E,0D,00,00,00,00,00,00,
480518923,000003D8,false,Rx,0,8,00,00,08,00,00,00,00,00,
480519151,0000031E,false,Rx,0,8,EC,F9,3F,00,00,00,00,40,
480519410,0000032C,false,Rx,0,8,00,0F,00,00,98,24,00,00,
480519666,0000032F,false,Rx,0,8,00,FF,00,00,00,00,12,01,
480521769,000000AD,false,Rx,0,8,84,EE,BF,FF,00,14,00,00,
480522012,00000462,false,Rx,0,8,01,00,38,00,00,01,00,00,
480522247,000000AE,false,Rx,0,8,8A,0E,00,00,FF,3C,01,02,
480522480,00000465,false,Rx,0,8,00,00,00,00,00,00,00,80,
480522742,00000394,false,Rx,0,8,1C,1C,00,1A,00,00,00,00,
480523492,000000A7,false,Rx,0,8,AF,0C,20,80,FD,01,A8,3D,
480523734,000000A8,false,Rx,0,8,5F,AC,1D,A1,82,64,10,0E,
480523983,00000107,false,Rx,0,8,00,00,F8,2C,01,00,75,B1,
480524216,00000120,false,Rx,0,8,39,0E,00,02,01,08,FF,01,
480524445,00000121,false,Rx,0,8,18,0E,00,40,37,5A,7E,FE,
480524720,00000147,false,Rx,0,8,00,00,00,00,F0,A3,60,1D,
480525061,000000AF,false,Rx,0,4,83,78,00,00,00,00,00,00,
480526283,00000086,false,Rx,0,8,10,0C,2C,20,00,00,00,00,
480527500,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480527789,000000FD,false,Rx,0,8,19,DD,1F,80,00,00,00,00,
480528032,00000116,false,Rx,0,8,01,0D,01,00,20,00,00,FF,
480531741,000000AD,false,Rx,0,8,D5,EF,BF,FF,00,14,00,00,
480532028,000000AE,false,Rx,0,8,68,0F,00,00,FF,3C,01,02,
480532262,000003B5,false,Rx,0,8,87,FE,12,3C,0C,99,20,00,
480532417,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
480538451,0000012D,false,Rx,0,8,57,88,7F,00,00,00,FE,3F,
480538457,000000A7,false,Rx,0,8,5F,0D,20,80,FD,01,A8,3D,
480538462,000000A8,false,Rx,0,8,94,AD,1D,A1,82,64,04,0E,
480538467,0000030B,false,Rx,0,8,10,2E,00,00,08,00,00,10,
480538473,000003E5,false,Rx,0,8,6D,2B,00,00,00,00,00,00,
480538478,000000AF,false,Rx,0,4,83,79,00,00,00,00,00,00,
480538483,00000086,false,Rx,0,8,74,0D,2C,20,00,00,00,00,
480538488,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480538494,00000101,false,Rx,0,8,E4,0E,80,00,A2,04,00,00,
480538499,00000106,false,Rx,0,8,0E,0E,63,00,02,00,00,00,
480538504,0000011E,false,Rx,0,8,F2,0E,00,00,00,00,00,00,
480541617,00000365,false,Rx,0,8,AD,06,13,00,8D,0F,88,7A,
480541858,000000AD,false,Rx,0,8,48,E0,BF,FF,00,14,00,00,
480542112,000000AE,false,Rx,0,8,DF,00,00,00,FF,3C,01,02,
480543448,000000A7,false,Rx,0,8,D4,0E,20,80,FD,01,A8,3D,
480543683,000000A8,false,Rx,0,8,49,AE,1D,A1,82,64,F8,0D,
480543913,00000107,false,Rx,0,8,00,00,F8,2C,01,00,81,B1,
480544146,00000120,false,Rx,0,8,EC,0F,00,02,01,08,FF,01,
480544410,00000121,false,Rx,0,8,AE,0F,00,40,37,5A,7E,FE,
480544645,00000147,false,Rx,0,8,00,00,00,00,F0,A3,60,1D,
480544889,000002C2,false,Rx,0,8,00,00,00,00,00,00,00,00,
480545043,000000AF,false,Rx,0,4,83,7A,00,00,00,00,00,00,
480545277,00000391,false,Rx,0,8,12,8D,22,48,00,27,00,22,
480545532,000003BE,false,Rx,0,8,54,0B,E6,00,C8,80,00,80,
480545689,000003C0,false,Rx,0,4,35,0F,03,00,00,00,00,00,
480545935,000003C7,false,Rx,0,8,01,10,24,00,00,40,80,00,
480546189,000003D6,false,Rx,0,8,0E,00,00,00,00,00,30,00,
