Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
94072711,000000A7,false,Rx,0,8,1D,E9,5F,7F,FD,F5,B7,3D,
94072925,000000A8,false,Rx,0,8,D9,B9,1D,61,82,64,30,0E,
94075033,000003DD,false,Rx,0,8,48,04,10,08,FE,4F,07,00,
94081163,0000031E,false,Rx,0,8,68,FF,3F,00,00,00,00,40,
94081169,0000032C,false,Rx,0,8,00,0F,00,00,98,24,00,00,
94081174,0000032F,false,Rx,0,8,00,FF,00,00,00,00,08,01,
94081180,00000086,false,Rx,0,8,0C,08,01,20,00,00,00,00,
94081186,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94081192,0000012B,false,Rx,0,8,8B,43,40,28,00,00,00,00,
94081198,000000FD,false,Rx,0,8,09,DB,1F,80,00,00,00,00,
94081204,00000116,false,Rx,0,8,94,0B,01,04,00,00,00,FF,
94081210,000001A2,false,Rx,0,8,35,0D,00,00,00,00,00,00,
94081413,000000AD,false,Rx,0,8,62,E2,BF,FF,00,14,00,00,
94081668,000000AE,false,Rx,0,8,31,02,00,00,FF,3C,01,02,
94081823,000000AF,false,Rx,0,4,83,7B,00,00,00,00,00,00,
94082057,000000B1,false,Rx,0,8,76,26,00,00,00,00,00,00,
94082686,000000A7,false,Rx,0,8,1B,EA,5F,7F,FD,F5,B7,3D,
94082922,000000A8,false,Rx,0,8,16,BA,1D,61,82,64,28,0E,
94083156,00000107,false,Rx,0,8,00,00,F8,2C,01,00,A5,83,
94083391,00000120,false,Rx,0,8,52,0D,00,02,01,08,FF,01,
94083632,00000121,false,Rx,0,8,CC,0D,00,80,37,5A,7E,FE,
94083866,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
94085027,00000365,false,Rx,0,8,AD,06,13,00,8E,0F,88,7A,
94088756,00000086,false,Rx,0,8,68,09,01,20,00,00,00,00,
94089561,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94089816,00000101,false,Rx,0,8,B7,0C,80,01,A2,02,00,00,
94090070,00000106,false,Rx,0,8,C6,0C,63,00,02,00,00,00,
94090343,0000011E,false,Rx,0,8,3A,0C,00,00,00,00,00,00,
94091422,000000AD,false,Rx,0,8,E3,E3,BF,FF,00,14,00,00,
94091676,000000AE,false,Rx,0,8,14,03,00,00,FF,3C,01,02,
94091831,000000AF,false,Rx,0,4,83,7C,00,00,00,00,00,00,
94091988,00000128,false,Rx,0,3,84,49,CA,00,00,00,00,00,
94092277,0000012D,false,Rx,0,8,7B,8A,7F,00,00,00,FE,3F,
94092520,000003C8,false,Rx,0,8,00,00,54,24,00,60,11,94,
94092754,000000A7,false,Rx,0,8,75,EB,5F,7F,FD,F5,B7,3D,
94092989,000000A8,false,Rx,0,8,D4,BB,1D,61,82,64,18,0E,
94093277,17F00077,true,Rx,0,8,20,77,00,00,00,00,00,00,
94095043,000003DE,false,Rx,0,8,FE,00,00,00,00,00,00,00,
94101188,0000030B,false,Rx,0,8,10,2F,00,00,08,00,00,10,
94101194,0000065E,false,Rx,0,8,00,00,0A,A1,23,00,00,00,
94101200,000003E5,false,Rx,0,8,AA,2D,00,00,00,00,00,00,
94101206,00000086,false,Rx,0,8,C4,0A,01,20,00,00,00,00,
94101212,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94101217,000000FD,false,Rx,0,8,90,DC,1F,80,00,00,00,00,
94101222,00000116,false,Rx,0,8,87,0C,01,04,00,00,00,FF,
94101378,000000AD,false,Rx,0,8,41,E4,BF,FF,00,14,00,00,
94101634,000000AE,false,Rx,0,8,1A,04,00,00,FF,3C,01,02,
94101810,000000AF,false,Rx,0,4,83,7D,83,01,00,00,00,00,
94102683,000000A7,false,Rx,0,8,7B,EC,5F,7F,FD,F9,B7,3D,
94102917,000000A8,false,Rx,0,8,62,BC,1D,61,82,64,04,0E,
94103152,00000107,false,Rx,0,8,00,00,F8,2C,01,00,B1,83,
94103396,00000120,false,Rx,0,8,39,0E,00,02,01,08,FF,01,
94103631,00000121,false,Rx,0,8,5F,0E,00,80,37,5A,7E,FE,
94103864,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
94104099,00000391,false,Rx,0,8,11,90,22,44,00,27,00,22,
94104355,00000040,false,Rx,0,8,55,0F,00,44,C1,00,00,00,
94104590,000003BE,false,Rx,0,8,29,03,E6,00,C8,80,00,80,
94104824,000003C7,false,Rx,0,8,82,10,24,00,00,40,80,00,
94108770,00000086,false,Rx,0,8,A0,0B,01,20,00,00,00,00,
94109556,0000012B,false,Rx,0,8,0B,44,40,28,00,00,00,00,
94109810,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94110066,00000101,false,Rx,0,8,27,0D,81,01,A2,02,00,00,
94110309,00000106,false,Rx,0,8,A2,0D,63,00,02,00,00,00,
94110550,0000011E,false,Rx,0,8,5E,0D,00,00,00,00,00,00,
94111415,000000AD,false,Rx,0,8,74,E5,BF,FF,00,14,00,00,
94111643,000000AE,false,Rx,0,8,E1,05,00,00,FF,3C,01,02,
94111825,000000AF,false,Rx,0,4,83,7E,83,01,00,00,00,00,
94111980,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
94112214,0000012D,false,Rx,0,8,60,8B,7F,00,00,00,FE,3F,
94112654,000000A7,false,Rx,0,8,A0,ED,9F,7F,FD,F9,B7,3D,
94112894,000000A8,false,Rx,0,8,49,BD,1D,61,82,64,00,0E,
94121159,00000086,false,Rx,0,8,B3,0C,01,20,00,00,00,00,
94121165,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94121170,000000FD,false,Rx,0,8,19,DD,1F,80,00,00,00,00,
94121175,00000116,false,Rx,0,8,E3,0D,01,04,00,00,00,FF,
94121404,000000AD,false,Rx,0,8,6A,E6,BF,FF,00,14,00,00,
94121633,000000AE,false,Rx,0,8,BA,06,00,00,FF,3C,01,02,
94121813,000000AF,false,Rx,0,4,83,7F,00,00,00,00,00,00,
94122680,000000A7,false,Rx,0,8,2B,EE,9F,7F,FD,F9,B7,3D,
94122915,000000A8,false,Rx,0,8,8B,BE,1D,61,82,64,08,0E,
94123149,00000107,false,Rx,0,8,00,00,F8,2C,01,00,BC,83,
94123397,00000120,false,Rx,0,8,EC,0F,00,02,01,08,FF,01,
94123632,00000121,false,Rx,0,8,D4,0F,00,C0,37,5A,7E,FE,
94123867,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
94124121,00000463,false,Rx,0,8,00,E0,3F,00,00,00,00,00,
94127056,0000031E,false,Rx,0,8,FB,F0,3F,00,00,00,00,40,
94127304,0000032C,false,Rx,0,8,00,0F,00,00,98,24,00,00,
94127547,0000032F,false,Rx,0,8,00,FF,00,00,00,00,08,01,
94128770,00000086,false,Rx,0,8,D7,0D,01,20,00,00,00,00,
94129580,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94129833,00000101,false,Rx,0,8,F1,0E,81,01,A2,05,00,00,
94130148,00000106,false,Rx,0,8,0E,0E,63,00,02,00,00,00,
94130397,0000011E,false,Rx,0,8,F2,0E,00,00,00,00,00,00,
94131401,000000AD,false,Rx,0,8,35,E7,BF,FF,00,14,00,00,
94131656,000000AE,false,Rx,0,8,28,07,00,00,FF,3C,01,02,
94131832,000000AF,false,Rx,0,4,83,70,00,00,00,00,00,00,
94131967,00000128,false,Rx,0,3,84,FF,09,00,00,00,00,00,
94132142,000003C0,false,Rx,0,4,4B,05,03,00,00,00,00,00,
94132394,0000012D,false,Rx,0,8,52,8C,7F,00,00,00,FE,3F,
94132629,000003D6,false,Rx,0,8,01,00,00,00,00,00,30,00,
94132864,000000A7,false,Rx,0,8,F5,EF,9F,7F,FD,F9,B7,3D,
94133098,000000A8,false,Rx,0,8,3C,BF,1D,61,82,64,0C,0E,
94133389,1B000053,true,Rx,0,8,53,00,04,01,01,00,00,00,
94133919,000005F0,false,Rx,0,8,FD,00,64,00,00,64,00,00,
94134997,00000365,false,Rx,0,8,AD,06,13,00,8D,0F,88,7A,
94141177,00000086,false,Rx,0,8,7B,0E,01,20,00,00,00,00,
94141183,000003B5,false,Rx,0,8,87,FE,12,3E,0C,A6,20,00,
94141189,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94141195,0000012B,false,Rx,0,8,AE,45,40,28,00,00,00,00,
94141202,000000FD,false,Rx,0,8,E6,DE,1F,80,00,00,00,00,
94141207,1B000015,true,Rx,0,8,15,00,04,02,01,00,00,00,
94141213,00000116,false,Rx,0,8,4F,0E,01,04,00,00,00,FF,
94141415,000000AD,false,Rx,0,8,A2,E8,BF,FF,00,14,00,00,
94141649,000000AE,false,Rx,0,8,5F,08,00,00,FF,3C,01,02,
94141826,000000AF,false,Rx,0,4,83,71,41,01,00,00,00,00,
94142670,000000A7,false,Rx,0,8,3C,E0,9F,7F,FD,F9,B7,3D,
94142905,000000A8,false,Rx,0,8,C4,B0,1D,61,82,64,14,0E,
94143140,00000107,false,Rx,0,8,00,00,F8,2C,01,00,BC,83,
94143387,00000120,false,Rx,0,8,26,00,00,02,01,08,FF,01,
94143622,00000121,false,Rx,0,8,1A,00,00,C0,37,5A,7E,FE,
94143852,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
94145021,000005AC,false,Rx,0,8,00,00,FF,FE,FE,F7,07,00,
94145612,0000030B,false,Rx,0,8,10,20,00,00,08,00,00,10,
94148763,00000086,false,Rx,0,8,1F,0F,01,20,00,00,00,00,
94149573,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94149825,00000101,false,Rx,0,8,61,0F,80,01,A2,05,00,00,
94150159,00000106,false,Rx,0,8,6A,0F,63,00,02,00,00,00,
94150388,0000011E,false,Rx,0,8,96,0F,00,00,00,00,00,00,
94151415,000000AD,false,Rx,0,8,A6,E9,BF,FF,00,14,00,00,
94151643,000000AE,false,Rx,0,8,B7,09,00,00,FF,3C,01,02,
94151824,000000AF,false,Rx,0,4,83,72,41,01,00,00,00,00,
94151980,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
94152264,1B000076,true,Rx,0,8,76,00,04,01,01,00,0A,00,
94152507,0000012D,false,Rx,0,8,3E,8D,7F,00,00,00,FE,3F,
94152721,000000A7,false,Rx,0,8,B4,E1,9F,7F,FD,F9,B7,3D,
94152955,000000A8,false,Rx,0,8,BE,B1,1D,61,82,64,14,0E,
94153265,1B000010,true,Rx,0,8,10,00,04,05,11,00,00,00,
94154265,00000040,false,Rx,0,8,17,00,00,44,C1,00,00,00,
94155060,16A95414,true,Rx,0,8,00,30,7E,C3,0F,00,00,00,
94161209,000003D8,false,Rx,0,8,00,00,08,00,00,00,00,00,
94161214,00000520,false,Rx,0,8,A5,0E,00,08,00,0A,00,0A,
94161220,00000086,false,Rx,0,8,5D,00,01,20,00,00,00,00,
94161225,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94161230,000000FD,false,Rx,0,8,71,DF,1F,80,00,00,00,00,
94161236,00000116,false,Rx,0,8,2B,0F,01,04,00,00,00,FF,
94161241,00000392,false,Rx,0,8,13,2C,00,00,00,00,00,04,
94161399,000000AD,false,Rx,0,8,F7,EA,BF,FF,00,14,00,00,
94161653,000000AE,false,Rx,0,8,CB,0A,00,00,FF,3C,01,02,
94161808,000000AF,false,Rx,0,4,83,73,00,00,00,00,00,00,
94162691,000000A7,false,Rx,0,8,C0,E2,9F,7F,FD,F9,B7,3D,
94162900,000000A8,false,Rx,0,8,1A,B2,1D,61,82,64,18,0E,
94163160,00000107,false,Rx,0,8,00,00,F8,2C,01,00,C7,83,
94163387,00000120,false,Rx,0,8,D3,01,00,02,01,08,FF,01,
94163621,00000121,false,Rx,0,8,76,01,00,C0,37,5A,7E,FE,
94163877,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
94165022,000003DB,false,Rx,0,8,50,00,01,04,07,24,01,A3,
94168769,00000086,false,Rx,0,8,39,01,01,20,00,00,00,00,
94169557,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94169790,0000012B,false,Rx,0,8,B7,46,40,28,00,00,00,00,
94170045,00000101,false,Rx,0,8,23,00,80,01,A2,05,00,00,
94170287,00000106,false,Rx,0,8,28,00,63,00,02,00,00,00,
94170551,0000011E,false,Rx,0,8,D4,00,00,00,00,00,00,00,
94171415,000000AD,false,Rx,0,8,42,EB,BF,FF,00,14,00,00,
94171648,000000AE,false,Rx,0,8,69,0B,00,00,FF,3C,01,02,
94171825,000000AF,false,Rx,0,4,83,74,00,00,00,00,00,00,
94171980,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
94172222,00000464,false,Rx,0,8,08,4C,00,00,00,00,00,00,
94172465,0000012D,false,Rx,0,8,0E,8E,7F,00,00,00,FE,3F,
94172700,000000A7,false,Rx,0,8,41,E3,9F,7F,FD,F9,B7,3D,
94172909,000000A8,false,Rx,0,8,F5,B3,1D,61,82,64,18,0E,
94175021,000003DD,false,Rx,0,8,48,04,10,08,FE,4F,07,00,
94181252,0000031E,false,Rx,0,8,31,F1,3F,00,00,00,00,40,
94181257,0000032C,false,Rx,0,8,00,0F,00,00,98,24,00,00,
94181263,0000032F,false,Rx,0,8,00,FF,00,00,00,00,08,01,
94181268,00000086,false,Rx,0,8,95,02,01,20,00,00,00,00,
94181273,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94181279,000000FD,false,Rx,0,8,0B,D0,1F,80,00,00,00,00,
94181284,00000116,false,Rx,0,8,69,00,01,04,00,00,00,FF,
94181408,000000AD,false,Rx,0,8,2F,EC,BF,FF,00,14,00,00,
94181663,000000AE,false,Rx,0,8,D1,0C,00,00,FF,3C,01,02,
94181818,000000AF,false,Rx,0,4,83,75,00,00,00,00,00,00,
94182074,000000B1,false,Rx,0,8,85,27,00,00,00,00,00,00,
94182680,000000A7,false,Rx,0,8,7B,E4,9F,7F,FD,F9,B7,3D,
94182914,000000A8,false,Rx,0,8,14,B4,1D,21,82,64,10,0E,
94183148,00000107,false,Rx,0,8,00,00,F8,2C,01,00,C7,83,
94183397,00000120,false,Rx,0,8,2B,02,00,02,01,08,FF,01,
94183632,00000121,false,Rx,0,8,C4,02,00,80,37,5A,7E,FE,
94183865,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
94185026,00000365,false,Rx,0,8,AD,06,13,00,8E,0F,88,7A,
94188769,00000086,false,Rx,0,8,F1,03,01,20,00,00,00,00,
94189547,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94189827,00000101,false,Rx,0,8,B3,01,81,01,A2,05,00,00,
94190062,000006B2,false,Rx,0,8,75,D1,9D,A3,29,FD,C6,37,
94190308,00000106,false,Rx,0,8,4C,01,63,00,02,00,00,00,
94190550,0000011E,false,Rx,0,8,B0,01,00,00,00,00,00,00,
94191415,000000AD,false,Rx,0,8,5E,ED,BF,FF,00,14,00,00,
94191644,000000AE,false,Rx,0,8,B2,0D,00,00,FF,3C,01,02,
94191825,000000AF,false,Rx,0,4,83,76,00,00,00,00,00,00,
94191959,00000128,false,Rx,0,3,84,F3,3A,00,00,00,00,00,
94192227,0000012D,false,Rx,0,8,F9,8F,7F,00,00,00,FE,3F,
94192470,000003C8,false,Rx,0,8,00,00,54,24,00,60,11,94,
94192704,000000A7,false,Rx,0,8,00,E5,9F,7F,FD,F9,B7,3D,
94192939,000000A8,false,Rx,0,8,7E,B5,1D,21,82,64,10,0E,
94193227,1B000077,true,Rx,0,8,77,00,04,02,01,00,00,00,
94195021,000003DE,false,Rx,0,8,FE,00,00,00,00,00,00,00,
94201258,0000030B,false,Rx,0,8,10,21,00,00,08,00,00,10,
94201263,000003E5,false,Rx,0,8,28,2E,00,00,00,00,00,00,
94201268,00000086,false,Rx,0,8,E2,04,01,20,00,00,00,00,
94201274,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94201279,0000012B,false,Rx,0,8,92,47,40,28,00,00,00,00,
94201284,000000FD,false,Rx,0,8,01,D1,1F,80,00,00,00,00,
94201290,00000116,false,Rx,0,8,0D,01,01,04,00,00,00,FF,
94201387,000000AD,false,Rx,0,8,84,EE,BF,FF,00,14,00,00,
94201647,000000AE,false,Rx,0,8,8A,0E,00,00,FF,3C,01,02,
94201823,000000AF,false,Rx,0,4,83,77,C9,01,00,00,00,00,
94202056,00000394,false,Rx,0,8,93,11,00,1A,00,00,00,00,
94202746,000000A7,false,Rx,0,8,93,E6,9F,7F,FD,F9,B7,3D,
94202954,000000A8,false,Rx,0,8,E6,B6,1D,21,82,64,0C,0E,
94203227,00000107,false,Rx,0,8,00,00,F8,2C,01,00,D2,83,
94203450,00000120,false,Rx,0,8,F9,03,00,02,01,08,FF,01,
94203685,00000121,false,Rx,0,8,0B,03,00,C0,37,5A,7E,FE,
94203919,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
94204154,00000391,false,Rx,0,8,11,90,21,43,00,27,00,22,
94204410,00000040,false,Rx,0,8,73,01,00,44,C1,00,00,00,
94204645,000003BE,false,Rx,0,8,DE,04,E6,00,C8,80,00,80,
94204878,000003C7,false,Rx,0,8,01,10,24,00,00,40,80,00,
94208760,00000086,false,Rx,0,8,86,05,01,20,00,00,00,00,
94209711,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94209984,00000101,false,Rx,0,8,1F,02,81,01,A2,05,00,00,
94210243,00000106,false,Rx,0,8,E0,02,63,00,02,00,00,00,
94210507,0000011E,false,Rx,0,8,1C,02,00,00,00,00,00,00,
94211077,000006B4,false,Rx,0,8,00,91,97,71,29,33,56,57,
94211450,000000AD,false,Rx,0,8,D5,EF,BF,FF,00,14,00,00,
94211683,000000AE,false,Rx,0,8,68,0F,00,00,FF,3C,01,02,
94211860,000000AF,false,Rx,0,4,83,78,C9,01,00,00,00,00,
94212016,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
94212284,0000012D,false,Rx,0,8,5D,80,7F,00,00,00,FE,3F,
94212646,000000A7,false,Rx,0,8,1A,E7,9F,7F,FD,F9,B7,3D,
94212881,000000A8,false,Rx,0,8,5B,B7,1D,21,82,64,10,0E,
94221248,00000086,false,Rx,0,8,2A,06,01,20,00,00,00,00,
94221253,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94221258,000000FD,false,Rx,0,8,CE,D2,1F,80,00,00,00,00,
94221264,00000116,false,Rx,0,8,A1,02,01,04,00,00,00,FF,
94221401,000000AD,false,Rx,0,8,48,E0,BF,FF,00,14,00,00,
94221635,000000AE,false,Rx,0,8,DF,00,00,00,FF,3C,01,02,
94221811,000000AF,false,Rx,0,4,83,79,00,00,00,00,00,00,
94222065,00000462,false,Rx,0,8,00,00,38,00,00,01,00,00,
94222730,000000A7,false,Rx,0,8,57,E8,9F,7F,FD,F9,B7,3D,
94222965,000000A8,false,Rx,0,8,99,B8,1D,21,82,64,00,0E,
94223206,00000107,false,Rx,0,8,00,00,F8,2C,01,00,DD,83,
94223449,00000120,false,Rx,0,8,AF,04,00,02,01,08,FF,01,
94223683,00000121,false,Rx,0,8,B6,04,00,C0,37,5A,7E,FE,
94223918,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
94227033,0000031E,false,Rx,0,8,8B,F2,3F,00,00,00,00,40,
94227296,0000032C,false,Rx,0,8,00,0F,00,00,98,24,00,00,
94227538,0000032F,false,Rx,0,8,00,FF,00,00,00,00,04,01,
94228758,00000086,false,Rx,0,8,4E,07,01,20,00,00,00,00,
94229549,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94229804,0000012B,false,Rx,0,8,47,48,40,28,00,00,00,00,
94230038,00000101,false,Rx,0,8,05,03,80,01,A2,01,00,00,
94230287,00000106,false,Rx,0,8,84,03,63,00,02,00,00,00,
94230550,0000011E,false,Rx,0,8,78,03,00,00,00,00,00,00,
94231389,000000AD,false,Rx,0,8,86,E1,BF,FF,00,14,00,00,
94231569,000003C0,false,Rx,0,4,BB,06,03,00,00,00,00,00,
94231798,000000AE,false,Rx,0,8,30,01,00,00,FF,3C,01,02,
94231979,000000AF,false,Rx,0,4,83,7A,00,00,00,00,00,00,
94232135,00000128,false,Rx,0,3,84,F3,C5,00,00,00,00,00,
94232371,000003D6,false,Rx,0,8,02,00,00,00,00,00,30,00,
94232606,0000012D,false,Rx,0,8,0A,81,7F,00,00,00,FE,3F,
94232841,000000A7,false,Rx,0,8,0D,E9,9F,7F,FD,FD,B7,3D,
94233077,000000A8,false,Rx,0,8,BC,B9,1D,21,82,64,F8,0D,
94235026,00000365,false,Rx,0,8,AD,06,13,00,8E,0F,88,7A,
94241277,00000086,false,Rx,0,8,0C,08,01,20,00,00,00,00,
94241282,000003B5,false,Rx,0,8,87,FE,12,3E,0C,A3,20,00,
94241287,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94241293,000000FD,false,Rx,0,8,BB,D3,1F,80,00,00,00,00,
94241298,00000569,false,Rx,0,8,00,00,00,3E,F8,10,00,00,
94241303,00000116,false,Rx,0,8,C5,03,01,04,00,00,00,FF,
94241407,000000AD,false,Rx,0,8,62,E2,BF,FF,00,14,00,00,
94241661,000000AE,false,Rx,0,8,31,02,00,00,FF,3C,01,02,
94241837,000000AF,false,Rx,0,4,83,7B,36,01,00,00,00,00,
94242718,000000A7,false,Rx,0,8,0B,EA,9F,7F,FD,FD,B7,3D,
94242953,000000A8,false,Rx,0,8,93,BA,1D,21,82,64,F0,0D,
94243189,00000107,false,Rx,0,8,00,00,F8,2C,01,00,DD,83,
94243421,00000120,false,Rx,0,8,AD,05,00,02,01,08,FF,01,
94243656,00000121,false,Rx,0,8,81,05,00,C0,37,5A,7E,FE,
94243885,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
94245013,000005AC,false,Rx,0,8,00,00,FF,FE,FE,F7,07,00,
94245620,0000030B,false,Rx,0,8,10,22,00,00,08,00,00,10,
94248770,00000086,false,Rx,0,8,68,09,01,20,00,00,00,00,
94249575,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94249850,00000101,false,Rx,0,8,A3,04,80,01,A2,00,00,00,
94250143,00000106,false,Rx,0,8,97,04,63,00,02,00,00,00,
94250382,0000011E,false,Rx,0,8,6B,04,00,00,00,00,00,00,
94251388,000000AD,false,Rx,0,8,E3,E3,BF,FF,00,14,00,00,
94251668,000000AE,false,Rx,0,8,14,03,00,00,FF,3C,01,02,
94251818,000000AF,false,Rx,0,4,83,7C,36,01,00,00,00,00,
94251978,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
94252240,0000012D,false,Rx,0,8,18,82,7F,00,00,00,FE,3F,
94252720,000000A7,false,Rx,0,8,65,EB,9F,7F,FD,FD,B7,3D,
94252955,000000A8,false,Rx,0,8,2E,BB,1D,21,82,64,F8,0D,
94253193,00000641,false,Rx,0,8,02,17,42,13,14,12,7D,14,
94253441,00000676,false,Rx,0,8,00,00,00,80,00,C0,20,01,
94254214,00000040,false,Rx,0,8,DF,02,00,44,C1,00,00,00,
94255069,16A95414,true,Rx,0,8,00,30,7E,C3,0F,00,00,00,
94255316,000003D8,false,Rx,0,8,00,00,08,00,00,00,00,00,
94261311,16A95415,true,Rx,0,8,00,00,00,00,14,00,98,00,
94261316,00000086,false,Rx,0,8,C4,0A,01,20,00,00,00,00,
94261321,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94261327,0000012B,false,Rx,0,8,4F,49,40,28,00,00,00,00,
94261340,000000FD,false,Rx,0,8,2D,D4,1F,80,00,00,00,00,
94261346,00000116,false,Rx,0,8,D6,04,01,04,00,00,00,FF,
94261351,00000392,false,Rx,0,8,77,2D,00,00,00,00,00,04,
94261427,000000AD,false,Rx,0,8,41,E4,BF,FF,00,14,00,00,
94261661,000000AE,false,Rx,0,8,1A,04,00,00,FF,3C,01,02,
94261837,000000AF,false,Rx,0,4,83,7D,00,00,00,00,00,00,
94262700,000000A7,false,Rx,0,8,C3,EC,DF,7F,FD,FD,B7,3D,
94262934,000000A8,false,Rx,0,8,5F,BC,1D,21,82,64,04,0E,
94263168,00000107,false,Rx,0,8,00,00,F8,2C,01,00,E8,83,
94263422,00000120,false,Rx,0,8,42,06,00,02,01,08,FF,01,
94263657,00000121,false,Rx,0,8,86,06,00,C0,37,5A,7E,FE,
94263890,00000147,false,Rx,0,8,00,00,00,00,F0,97,60,1D,
94265008,000003DB,false,Rx,0,8,50,00,01,04,07,24,01,A3,
94268752,00000086,false,Rx,0,8,A0,0B,01,20,00,00,00,00,
94269613,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
94269893,00000101,false,Rx,0,8,36,05,80,01,A2,00,40,00,
94270168,00000106,false,Rx,0,8,F3,05,63,00,02,00,00,00,
94270422,0000011E,false,Rx,0,8,0F,05,00,00,00,00,00,00,
94270655,000001AB,false,Rx,0,8,0A,01,04,02,18,00,04,00,
94271423,000000AD,false,Rx,0,8,74,E5,BF,FF,00,14,00,00,
94271656,000000AE,false,Rx,0,8,E1,05,00,00,FF,3C,01,02,
94271832,000000AF,false,Rx,0,4,83,7E,00,00,00,00,00,00,
94271987,00000128,false,Rx,0,3,84,FF,0A,00,00,00,00,00,
94272224,00000463,false,Rx,0,8,00,E0,3F,00,00,00,00,00,
94272468,0000012D,false,Rx,0,8,89,83,7F,00,00,00,FE,3F,
94272703,000000A7,false,Rx,0,8,33,ED,DF,7F,FD,FD,B7,3D,
94272937,000000A8,false,Rx,0,8,94,BD,1D,21,82,64,10,0E,
94275026,000003DD,false,Rx,0,8,48,04,10,08,FE,4F,07,00,
