Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
564408102,000000FD,false,Rx,0,8,71,DF,1F,80,00,00,00,00,
564408357,00000116,false,Rx,0,8,41,0F,01,00,40,00,00,FF,
564413345,000000AF,false,Rx,0,4,83,7D,00,00,00,00,00,00,
564421038,000000A7,false,Rx,0,8,CE,E1,5F,7F,FD,F5,A7,3D,
564421044,000000A8,false,Rx,0,8,86,A1,1D,21,82,64,38,0E,
564421095,000000AD,false,Rx,0,8,E3,E3,BF,FF,00,14,00,00,
564421100,000000AE,false,Rx,0,8,14,03,00,00,FF,3C,01,02,
564421105,00000128,false,Rx,0,3,84,FF,0D,00,00,00,00,00,
564421110,0000012D,false,Rx,0,8,7B,8A,7F,00,00,00,FE,3F,
564421116,00000086,false,Rx,0,8,1C,01,1E,20,00,00,00,00,
564421121,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564421126,00000101,false,Rx,0,8,48,00,80,00,A2,00,00,00,
564421132,00000106,false,Rx,0,8,BA,00,64,00,02,00,00,00,
564421137,0000011E,false,Rx,0,8,D4,00,00,00,00,00,00,00,
564421142,0000031E,false,Rx,0,8,9A,F7,3F,00,00,00,00,40,
564421148,0000032C,false,Rx,0,8,00,0F,00,00,98,24,00,00,
564421368,0000032F,false,Rx,0,8,00,FF,00,00,00,00,F8,00,
564423223,000000AF,false,Rx,0,4,83,7E,56,01,00,00,00,00,
564423800,0000012B,false,Rx,0,8,77,41,40,28,00,00,00,00,
564424070,00000463,false,Rx,0,8,00,E0,03,00,00,00,00,00,
564425112,000000A7,false,Rx,0,8,BA,E2,5F,7F,FD,F5,A7,3D,
564425349,000000A8,false,Rx,0,8,6A,A2,1D,21,82,64,38,0E,
564425583,00000107,false,Rx,0,8,00,00,F8,2C,01,00,C2,B5,
564425836,00000120,false,Rx,0,8,D3,01,00,02,01,08,FF,01,
564426050,00000121,false,Rx,0,8,4B,01,00,80,37,5A,7E,FE,
564426305,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
564426540,000000AD,false,Rx,0,8,41,E4,BF,FF,00,14,00,00,
564426789,000000AE,false,Rx,0,8,1A,04,00,00,FF,3C,01,02,
564427425,00000086,false,Rx,0,8,B0,02,1E,20,00,00,00,00,
564427768,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564428045,000000FD,false,Rx,0,8,0B,D0,1F,80,00,00,00,00,
564428304,00000116,false,Rx,0,8,03,00,01,00,40,00,00,FF,
564433357,000000AF,false,Rx,0,4,83,7F,56,01,00,00,00,00,
564434954,0000030B,false,Rx,0,8,10,2C,00,00,08,00,00,10,
564441003,000000A7,false,Rx,0,8,3B,E3,5F,7F,FD,F5,A7,3D,
564441008,000000A8,false,Rx,0,8,5D,A3,1D,21,82,64,2C,0E,
564441013,000000AD,false,Rx,0,8,74,E5,BF,FF,00,14,00,00,
564441019,000000AE,false,Rx,0,8,E1,05,00,00,FF,3C,01,02,
564441024,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
564441029,0000012D,false,Rx,0,8,60,8B,7F,00,00,00,FE,3F,
564441034,00000086,false,Rx,0,8,D4,03,1E,20,00,00,00,00,
564441040,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564441045,00000101,false,Rx,0,8,2C,01,80,00,A2,00,00,00,
564441050,00000106,false,Rx,0,8,4C,01,63,00,02,00,00,00,
564441056,0000011E,false,Rx,0,8,B0,01,00,00,00,00,00,00,
564441061,00000365,false,Rx,0,8,AC,06,12,00,8C,0F,84,7A,
564443343,000000AF,false,Rx,0,4,83,70,00,00,00,00,00,00,
564445476,000000A7,false,Rx,0,8,01,E4,5F,7F,FD,F5,A7,3D,
564445725,000000A8,false,Rx,0,8,C9,A4,1D,21,82,64,28,0E,
564445946,00000107,false,Rx,0,8,00,00,F8,2C,01,00,CE,B5,
564446181,00000120,false,Rx,0,8,2B,02,00,02,01,08,FF,01,
564446436,000000AD,false,Rx,0,8,6A,E6,BF,FF,00,14,00,00,
564446644,00000121,false,Rx,0,8,C4,02,00,80,37,5A,7E,FE,
564446881,000000AE,false,Rx,0,8,BA,06,00,00,FF,3C,01,02,
564447142,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
564447376,00000391,false,Rx,0,8,11,89,21,46,00,27,00,22,
564447611,000003BE,false,Rx,0,8,DA,02,E6,00,C8,80,00,80,
564447841,000003C7,false,Rx,0,8,70,10,24,00,00,40,80,00,
564448082,17331110,true,Rx,0,5,C0,00,00,00,00,00,00,00,
564448336,00000086,false,Rx,0,8,C7,04,1E,20,00,00,00,00,
564448589,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564448846,000000FD,false,Rx,0,8,01,D1,1F,80,00,00,00,00,
564449081,00000040,false,Rx,0,8,9D,0D,00,44,C1,00,00,00,
564449336,00000116,false,Rx,0,8,67,01,01,00,40,00,00,FF,
564449486,000003C0,false,Rx,0,4,BB,06,03,00,00,00,00,00,
564449755,000003D6,false,Rx,0,8,05,00,00,00,00,00,30,00,
564450007,000005AC,false,Rx,0,8,00,00,FF,FE,FE,F7,07,00,
564453356,000000AF,false,Rx,0,4,83,71,00,00,00,00,00,00,
564453821,0000012B,false,Rx,0,8,D3,42,40,28,00,00,00,00,
564455084,000000A7,false,Rx,0,8,7A,E5,5F,7F,FD,F5,A7,3D,
564461102,000000A8,false,Rx,0,8,A3,A5,1D,21,82,64,28,0E,
564461107,000000AD,false,Rx,0,8,35,E7,BF,FF,00,14,00,00,
564461112,000000AE,false,Rx,0,8,28,07,00,00,FF,3C,01,02,
564461118,00000128,false,Rx,0,3,84,02,2B,00,00,00,00,00,
564461123,0000012D,false,Rx,0,8,52,8C,7F,00,00,00,FE,3F,
564461128,00000086,false,Rx,0,8,A3,05,1E,20,00,00,00,00,
564461133,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564461139,00000101,false,Rx,0,8,80,02,80,00,A2,00,00,00,
564461144,00000106,false,Rx,0,8,72,02,64,00,02,00,00,00,
564461149,0000011E,false,Rx,0,8,1C,02,00,00,00,00,00,00,
564461155,16A95414,true,Rx,0,8,00,30,7E,C3,0F,00,00,00,
564463339,000000AF,false,Rx,0,4,83,72,29,01,00,00,00,00,
564465170,000000A7,false,Rx,0,8,E9,E6,5F,7F,FD,F5,A7,3D,
564465406,000000A8,false,Rx,0,8,93,A6,1D,21,82,64,28,0E,
564465639,00000107,false,Rx,0,8,00,00,F8,2C,01,00,D9,B5,
564465889,00000120,false,Rx,0,8,F9,03,00,02,01,08,FF,01,
564466124,00000121,false,Rx,0,8,0B,03,00,C0,37,5A,7E,FE,
564466357,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
564466592,000000AD,false,Rx,0,8,A2,E8,BF,FF,00,14,00,00,
564466847,000000AE,false,Rx,0,8,5F,08,00,00,FF,3C,01,02,
564467102,000000B1,false,Rx,0,8,6E,2D,00,00,00,00,00,00,
564467416,00000086,false,Rx,0,8,0F,06,1E,20,00,00,00,00,
564467906,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564468200,000000FD,false,Rx,0,8,CE,D2,1F,80,00,00,00,00,
564468428,00000116,false,Rx,0,8,CB,02,01,00,40,00,00,FF,
564468690,00000392,false,Rx,0,8,51,23,00,00,00,00,00,04,
564469251,000003DB,false,Rx,0,8,50,00,01,04,07,24,01,A3,
564470449,000006B4,false,Rx,0,8,02,4D,35,33,31,32,37,37,
564470844,0000031E,false,Rx,0,8,D3,F8,3F,00,00,00,00,40,
564471073,0000032C,false,Rx,0,8,00,0F,00,00,98,24,00,00,
564471332,0000032F,false,Rx,0,8,00,FF,00,00,00,00,F8,00,
564473335,000000AF,false,Rx,0,4,83,73,29,01,00,00,00,00,
564473985,00000464,false,Rx,0,8,00,00,00,00,00,00,00,00,
564475104,000000A7,false,Rx,0,8,D1,E7,5F,7F,FD,F9,A7,3D,
564481118,000000A8,false,Rx,0,8,86,A7,1D,21,82,64,28,0E,
564481123,000000AD,false,Rx,0,8,A6,E9,BF,FF,00,14,00,00,
564481129,000000AE,false,Rx,0,8,B7,09,00,00,FF,3C,01,02,
564481134,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
564481139,0000012D,false,Rx,0,8,3E,8D,7F,00,00,00,FE,3F,
564481144,000003C8,false,Rx,0,8,00,00,54,24,00,60,01,88,
564481150,00000086,false,Rx,0,8,6B,07,1E,20,00,00,00,00,
564481155,1B000077,true,Rx,0,8,77,00,04,02,01,00,00,00,
564481160,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564481166,00000101,false,Rx,0,8,E4,03,80,00,A2,00,00,00,
564481171,00000106,false,Rx,0,8,84,03,63,00,02,00,00,00,
564481176,0000011E,false,Rx,0,8,78,03,00,00,00,00,00,00,
564481182,000003DD,false,Rx,0,8,48,04,10,18,FE,4F,0A,00,
564481187,000001AB,false,Rx,0,8,C9,04,04,02,18,00,04,00,
564482328,000003E5,false,Rx,0,8,6F,22,00,00,00,00,00,00,
564483231,000000AF,false,Rx,0,4,83,74,00,00,00,00,00,00,
564483808,0000012B,false,Rx,0,8,8B,43,40,28,00,00,00,00,
564484982,0000030B,false,Rx,0,8,10,2D,00,00,08,00,00,10,
564485216,000000A7,false,Rx,0,8,B7,E8,9F,7F,FD,F9,A7,3D,
564485452,000000A8,false,Rx,0,8,EC,A8,1D,21,82,64,24,0E,
564485688,00000107,false,Rx,0,8,00,00,F8,2C,01,00,D9,B5,
564485934,00000120,false,Rx,0,8,AF,04,00,02,01,08,FF,01,
564486169,00000121,false,Rx,0,8,B6,04,00,C0,37,5A,7E,FE,
564486402,000000AD,false,Rx,0,8,F7,EA,BF,FF,00,14,00,00,
564486657,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
564486884,000000AE,false,Rx,0,8,CB,0A,00,00,FF,3C,01,02,
564487416,00000086,false,Rx,0,8,29,08,1E,20,00,00,00,00,
564487926,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564488195,000000FD,false,Rx,0,8,BB,D3,1F,80,00,00,00,00,
564488455,00000116,false,Rx,0,8,AF,03,01,00,40,00,00,FF,
564488738,000001A2,false,Rx,0,8,6E,01,00,00,00,00,00,00,
564489276,00000365,false,Rx,0,8,AC,06,11,00,8C,0F,84,7A,
564493361,000000AF,false,Rx,0,4,83,75,00,00,00,00,00,00,
564501137,000000A7,false,Rx,0,8,67,E9,9F,7F,FD,F9,A7,3D,
564501142,000000A8,false,Rx,0,8,D6,A9,1D,21,82,64,28,0E,
564501148,000000AD,false,Rx,0,8,42,EB,BF,FF,00,14,00,00,
564501153,000000AE,false,Rx,0,8,69,0B,00,00,FF,3C,01,02,
564501158,00000128,false,Rx,0,3,84,02,D4,00,00,00,00,00,
564501163,0000012D,false,Rx,0,8,0E,8E,7F,00,00,00,FE,3F,
564501169,00000086,false,Rx,0,8,4D,09,1E,20,00,00,00,00,
564501174,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564501179,00000101,false,Rx,0,8,F7,04,80,00,A2,00,00,00,
564501185,00000106,false,Rx,0,8,05,04,64,00,02,00,00,00,
564501190,00000040,false,Rx,0,8,31,0E,00,44,C1,00,00,00,
564501195,0000011E,false,Rx,0,8,6B,04,00,00,00,00,00,00,
564501201,000003DE,false,Rx,0,8,FE,00,00,00,00,00,00,00,
564501206,000003D8,false,Rx,0,8,00,00,08,00,00,00,00,00,
564501211,1B000076,true,Rx,0,8,76,00,04,01,01,00,00,00,
564502624,000003B5,false,Rx,0,8,87,FE,12,3C,0C,92,20,00,
564503349,000000AF,false,Rx,0,4,83,76,D6,01,00,00,00,00,
564505080,000000A7,false,Rx,0,8,61,EA,9F,7F,FD,F9,A7,3D,
564505316,000000A8,false,Rx,0,8,89,AA,1D,21,82,64,28,0E,
564505550,00000107,false,Rx,0,8,00,00,F8,2C,01,00,E4,B5,
564505771,00000120,false,Rx,0,8,AD,05,00,02,01,08,FF,01,
564506018,00000121,false,Rx,0,8,BC,05,00,80,37,5A,7E,FE,
564506247,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
564506507,000000AD,false,Rx,0,8,2F,EC,BF,FF,00,14,00,00,
564506747,000000AE,false,Rx,0,8,D1,0C,00,00,FF,3C,01,02,
564507426,00000086,false,Rx,0,8,E1,0A,1E,20,00,00,00,00,
564507837,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564508111,000000FD,false,Rx,0,8,2D,D4,1F,80,00,00,00,00,
564508365,00000116,false,Rx,0,8,BC,04,01,00,40,00,00,FF,
564513357,000000AF,false,Rx,0,4,83,77,D6,01,00,00,00,00,
564513798,0000012B,false,Rx,0,8,0B,44,40,28,00,00,00,00,
564515084,000000A7,false,Rx,0,8,EF,EB,9F,7F,FD,F9,B7,3D,
564521135,000000A8,false,Rx,0,8,96,BB,1D,21,82,64,20,0E,
564521140,000000AD,false,Rx,0,8,5E,ED,BF,FF,00,14,00,00,
564521146,000000AE,false,Rx,0,8,B2,0D,00,00,FF,3C,01,02,
564521151,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
564521156,0000012D,false,Rx,0,8,F9,8F,7F,00,00,00,FE,3F,
564521161,00000086,false,Rx,0,8,85,0B,1E,20,00,00,00,00,
564521167,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564521172,00000101,false,Rx,0,8,93,05,80,00,A2,00,00,00,
564521177,00000106,false,Rx,0,8,F3,05,63,00,02,00,00,00,
564521183,0000011E,false,Rx,0,8,0F,05,00,00,00,00,00,00,
564521188,0000031E,false,Rx,0,8,EC,F9,3F,00,00,00,00,40,
564521193,0000032C,false,Rx,0,8,00,0F,00,00,98,24,00,00,
564521369,0000032F,false,Rx,0,8,00,FF,00,00,00,00,F8,00,
564523358,000000AF,false,Rx,0,4,83,78,00,00,00,00,00,00,
564523947,00000462,false,Rx,0,8,01,00,38,00,00,01,00,00,
564525098,000000A7,false,Rx,0,8,50,EC,9F,7F,FD,F9,B7,3D,
564525346,000000A8,false,Rx,0,8,6C,BC,3D,21,82,64,18,0E,
564525582,00000107,false,Rx,0,8,00,00,F8,2C,01,00,E4,B5,
564525836,00000120,false,Rx,0,8,42,06,00,02,01,08,FF,01,
564526044,00000121,false,Rx,0,8,BB,06,00,80,37,5A,7E,FE,
564526304,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
564526537,000000AD,false,Rx,0,8,84,EE,BF,FF,00,14,00,00,
564526780,000000AE,false,Rx,0,8,8A,0E,00,00,FF,3C,01,02,
564527044,00000394,false,Rx,0,8,D9,19,00,1A,00,00,00,00,
564527436,00000086,false,Rx,0,8,96,0C,1E,20,00,00,00,00,
564527801,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564528083,000000FD,false,Rx,0,8,B7,D5,1F,80,00,00,00,00,
564528316,00000116,false,Rx,0,8,D8,05,01,00,40,00,00,FF,
564533348,000000AF,false,Rx,0,4,83,79,00,00,00,00,00,00,
564534963,0000030B,false,Rx,0,8,10,2E,00,00,08,00,00,10,
564535197,000000A7,false,Rx,0,8,A0,ED,9F,7F,FD,F9,B7,3D,
564541186,000000A8,false,Rx,0,8,3C,BD,1D,21,82,64,0C,0E,
564541192,000000AD,false,Rx,0,8,D5,EF,BF,FF,00,14,00,00,
564541197,000000AE,false,Rx,0,8,68,0F,00,00,FF,3C,01,02,
564541202,00000128,false,Rx,0,3,84,FF,0E,00,00,00,00,00,
564541207,0000012D,false,Rx,0,8,5D,80,7F,00,00,00,FE,3F,
564541213,00000086,false,Rx,0,8,F2,0D,1E,20,00,00,00,00,
564541218,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564541223,00000101,false,Rx,0,8,CF,06,80,00,A2,03,00,00,
564541229,00000106,false,Rx,0,8,5F,06,63,00,02,00,00,00,
564541234,0000011E,false,Rx,0,8,A3,06,00,00,00,00,00,00,
564541239,00000365,false,Rx,0,8,AC,06,11,00,8C,0F,84,7A,
564543231,000000AF,false,Rx,0,4,83,7A,4C,01,00,00,00,00,
564543807,0000012B,false,Rx,0,8,AE,45,40,28,00,00,00,00,
564545173,000000A7,false,Rx,0,8,2B,EE,9F,7F,FD,F9,B7,3D,
564545407,000000A8,false,Rx,0,8,8B,BE,1D,61,82,64,08,0E,
564545640,00000107,false,Rx,0,8,00,00,F8,2C,01,00,F0,B5,
564545889,00000120,false,Rx,0,8,40,07,00,02,01,08,FF,01,
564546124,00000121,false,Rx,0,8,E8,07,00,80,37,5A,7E,FE,
564546358,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
564546592,000000AD,false,Rx,0,8,48,E0,BF,FF,00,14,00,00,
564546846,000002C2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564547081,000000AE,false,Rx,0,8,DF,00,00,00,FF,3C,01,02,
564547315,00000391,false,Rx,0,8,11,8A,21,45,00,27,00,22,
564547570,000003BE,false,Rx,0,8,29,03,E6,00,C8,80,00,80,
564547731,000003C0,false,Rx,0,4,0E,07,03,00,00,00,00,00,
564547974,000003C7,false,Rx,0,8,01,10,24,00,00,40,80,00,
564548207,00000086,false,Rx,0,8,5E,0E,1E,20,00,00,00,00,
564548501,17F00076,true,Rx,0,8,20,76,00,00,00,00,00,80,
564548769,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564548992,00000040,false,Rx,0,8,55,0F,00,44,C1,00,00,00,
564549226,000000FD,false,Rx,0,8,A5,D6,1F,80,00,00,00,00,
564549460,00000640,false,Rx,0,8,E0,92,88,C4,7D,20,0F,14,
564549702,00000116,false,Rx,0,8,74,06,01,00,40,00,00,FF,
564549946,00000647,false,Rx,0,8,B8,FD,FF,7F,00,00,00,13,
564550179,000003D6,false,Rx,0,8,06,00,00,00,00,00,30,00,
564550434,0000065F,false,Rx,0,8,2E,20,00,00,00,00,2C,7F,
564550669,000005AC,false,Rx,0,8,00,00,FF,FE,FE,F7,07,00,
564550923,00000670,false,Rx,0,8,19,10,00,00,00,01,00,88,
564551157,000005F0,false,Rx,0,8,FD,00,64,00,00,64,00,00,
564553349,000000AF,false,Rx,0,4,83,7B,4C,01,00,00,00,00,
564555121,000000A7,false,Rx,0,8,F5,EF,9F,7F,FD,F9,B7,3D,
564562385,000000A8,false,Rx,0,8,4C,BF,1D,61,82,64,04,0E,
564562391,000000AD,false,Rx,0,8,86,E1,BF,FF,00,14,00,00,
564562396,1B000010,true,Rx,0,8,10,00,04,05,11,00,00,00,
564562401,000000AE,false,Rx,0,8,30,01,00,00,FF,3C,01,02,
564562407,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
564562412,0000012D,false,Rx,0,8,0A,81,7F,00,00,00,FE,3F,
564562417,00000086,false,Rx,0,8,3A,0F,1E,20,00,00,00,00,
564562422,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564562428,00000101,false,Rx,0,8,AB,07,80,00,A2,03,00,00,
564562433,00000106,false,Rx,0,8,A9,07,64,00,02,00,00,00,
564562438,0000011E,false,Rx,0,8,C7,07,00,00,00,00,00,00,
564562444,16A95414,true,Rx,0,8,00,30,7E,C3,0F,00,00,00,
564563348,000000AF,false,Rx,0,4,83,7C,00,00,00,00,00,00,
564565121,000000A7,false,Rx,0,8,3C,E0,9F,7F,FD,F9,B7,3D,
564565355,000000A8,false,Rx,0,8,54,B0,1D,61,82,64,0C,0E,
564565589,00000107,false,Rx,0,8,00,00,F8,2C,01,00,FB,B5,
564565845,00000120,false,Rx,0,8,19,08,00,02,01,08,FF,01,
564566053,00000121,false,Rx,0,8,16,08,00,C0,37,5A,7E,FE,
564566313,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
564566548,000000AD,false,Rx,0,8,62,E2,BF,FF,00,14,00,00,
564566798,000000AE,false,Rx,0,8,31,02,00,00,FF,3C,01,02,
564567034,000000B1,false,Rx,0,8,71,2E,00,00,00,00,00,00,
564567433,00000086,false,Rx,0,8,78,00,1E,20,00,00,00,00,
564567928,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564568201,000000FD,false,Rx,0,8,9F,D7,1F,80,00,00,00,00,
564568455,00000116,false,Rx,0,8,10,07,01,00,40,00,00,FF,
564568691,00000392,false,Rx,0,8,42,24,00,00,00,00,00,04,
564569235,000003DB,false,Rx,0,8,50,00,01,04,07,24,01,A3,
564570855,0000031E,false,Rx,0,8,D8,FA,3F,00,00,00,00,40,
564571089,0000032C,false,Rx,0,8,00,0F,00,00,98,24,00,00,
564571344,0000032F,false,Rx,0,8,00,FF,00,00,00,00,F8,00,
564573357,000000AF,false,Rx,0,4,83,7D,00,00,00,00,00,00,
564573801,0000012B,false,Rx,0,8,B7,46,40,28,00,00,00,00,
564574042,00000463,false,Rx,0,8,00,E0,03,00,00,00,00,00,
564575105,000000A7,false,Rx,0,8,B4,E1,9F,7F,FD,F9,B7,3D,
564581200,000000A8,false,Rx,0,8,BE,B1,1D,61,82,64,14,0E,
564581205,000000AD,false,Rx,0,8,E3,E3,BF,FF,00,14,00,00,
564581210,000000AE,false,Rx,0,8,14,03,00,00,FF,3C,01,02,
564581216,00000128,false,Rx,0,3,84,13,2D,00,00,00,00,00,
564581221,0000012D,false,Rx,0,8,18,82,7F,00,00,00,FE,3F,
564581226,000003C8,false,Rx,0,8,00,00,54,24,00,60,01,88,
564581231,00000086,false,Rx,0,8,1C,01,1E,20,00,00,00,00,
564581237,17F00077,true,Rx,0,8,20,77,00,00,00,00,00,00,
564581242,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564581247,00000101,false,Rx,0,8,26,08,80,00,A2,05,00,00,
564581253,00000106,false,Rx,0,8,EB,08,64,00,02,00,00,00,
564581258,0000011E,false,Rx,0,8,85,08,00,00,00,00,00,00,
564581263,000003DD,false,Rx,0,8,48,04,10,18,FE,4F,0A,00,
564582388,000003E5,false,Rx,0,8,3B,23,00,00,00,00,00,00,
564583348,000000AF,false,Rx,0,4,83,7E,3E,01,00,00,00,00,
564584884,1B000015,true,Rx,0,8,15,00,04,02,01,00,00,00,
564585118,0000030B,false,Rx,0,8,10,2F,00,00,08,00,00,10,
564585352,000000A7,false,Rx,0,8,C0,E2,9F,7F,FD,F9,B7,3D,
564585587,000000A8,false,Rx,0,8,1A,B2,1D,61,82,64,18,0E,
564585845,00000107,false,Rx,0,8,00,00,F8,2C,01,00,FB,B5,
564586059,00000120,false,Rx,0,8,4F,09,00,02,01,08,FF,01,
564586293,00000121,false,Rx,0,8,E9,09,00,C0,37,5A,7E,FE,
564586528,000000AD,false,Rx,0,8,41,E4,BF,FF,00,14,00,00,
564586777,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
564587020,000000AE,false,Rx,0,8,1A,04,00,00,FF,3C,01,02,
564587254,0000065E,false,Rx,0,8,00,00,02,A1,23,00,00,00,
564587509,00000086,false,Rx,0,8,B0,02,1E,20,00,00,00,00,
564587905,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564588177,000000FD,false,Rx,0,8,58,D8,1F,80,00,00,00,00,
564588452,00000116,false,Rx,0,8,52,08,01,00,40,00,00,FF,
564589239,00000365,false,Rx,0,8,AC,06,11,00,8C,0F,84,7A,
564593361,000000AF,false,Rx,0,4,83,7F,3E,01,00,00,00,00,
564594222,000006B2,false,Rx,0,8,75,D1,9D,A3,29,FD,38,28,
564601215,000000A7,false,Rx,0,8,41,E3,9F,7F,FD,F9,B7,3D,
564601220,000000A8,false,Rx,0,8,F5,B3,1D,61,82,64,18,0E,
564601226,000000AD,false,Rx,0,8,74,E5,BF,FF,00,14,00,00,
564601231,000000AE,false,Rx,0,8,E1,05,00,00,FF,3C,01,02,
564601236,00000128,false,Rx,0,3,80,00,00,00,00,00,00,00,
564601241,0000012D,false,Rx,0,8,89,83,7F,00,00,00,FE,3F,
564601247,00000086,false,Rx,0,8,D4,03,1E,20,00,00,00,00,
564601252,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
564601257,00000101,false,Rx,0,8,42,09,80,00,A2,05,00,00,
564601263,00000106,false,Rx,0,8,1D,09,63,00,02,00,00,00,
564601268,00000040,false,Rx,0,8,17,00,00,44,C1,00,00,00,
564601273,0000011E,false,Rx,0,8,E1,09,00,00,00,00,00,00,
564601279,000003DE,false,Rx,0,8,FE,00,00,00,00,00,00,00,
564601284,000003D8,false,Rx,0,8,00,00,08,00,00,00,00,00,
564601289,00000520,false,Rx,0,8,4B,02,00,08,00,0A,00,0A,
564602646,000003B5,false,Rx,0,8,87,FE,12,3C,0C,92,20,00,
564603232,000000AF,false,Rx,0,4,83,70,00,00,00,00,00,00,
564603504,1B000053,true,Rx,0,8,53,00,04,01,01,00,00,00,
564603856,0000012B,false,Rx,0,8,92,47,40,28,00,00,00,00,
564605131,000000A7,false,Rx,0,8,7B,E4,9F,7F,FD,F9,B7,3D,
564605366,000000A8,false,Rx,0,8,11,B4,1D,61,82,64,14,0E,
564605600,00000107,false,Rx,0,8,00,00,F8,2C,01,00,06,B6,
564605822,00000120,false,Rx,0,8,94,0A,00,02,01,08,FF,01,
564606070,00000121,false,Rx,0,8,B1,0A,00,80,37,5A,7E,FE,
564606304,00000147,false,Rx,0,8,00,00,00,00,F0,93,60,1D,
